Dead Tree,Dead/Dying Tree,QUEENS,"(40.74856840964977, -73.80088681384915)"
Street Condition,Pothole,BROOKLYN,
PAINT - PLASTER,WALLS,BROOKLYN,
Blocked Driveway,Partial Access,BROOKLYN,"(40.62612065816533, -73.97491967396039)"
Street Condition,Pothole,BROOKLYN,
HEATING,HEAT,MANHATTAN,
Overgrown Tree/Branches,Hitting Power/Phone Lines,STATEN ISLAND,"(40.6239085125828, -74.12545875491047)"
Street Condition,Pothole,BROOKLYN,
Dirty Conditions,E8 Canine Violation,BROOKLYN,
Overgrown Tree/Branches,Hitting Power/Phone Lines,STATEN ISLAND,"(40.573137885308256, -74.13518312074451)"
Street Condition,Pothole,BROOKLYN,
NONCONST,VERMIN,QUEENS,
Noise - Vehicle,Car/Truck Music,BROOKLYN,"(40.62048160610249, -74.01690131387717)"
Street Condition,Pothole,BRONX,
HEATING,HEAT,MANHATTAN,
Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,BROOKLYN,
Street Sign - Dangling,"No Parking, Standing, Stopping",MANHATTAN,"(40.73846350356469, -73.9876407712256)"
Dirty Conditions,E8 Canine Violation,BROOKLYN,
Illegal Parking,Blocked Hydrant,BROOKLYN,"(40.62206880086717, -73.98888708588976)"
Street Condition,Pothole,BRONX,
PAINT - PLASTER,WALLS,BROOKLYN,
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,QUEENS,
Street Condition,"Rough, Pitted or Cracked Roads",BRONX,"(40.831306193192766, -73.82481043358788)"
HEATING,HEAT,BRONX,
Noise - Street/Sidewalk,Loud Music/Party,MANHATTAN,"(40.73603503977133, -73.99780609132893)"
Street Condition,"Rough, Pitted or Cracked Roads",BRONX,"(40.882241660278375, -73.89704284202035)"
Street Light Condition,Fixture/Luminaire Missing,BROOKLYN,
Illegal Parking,Commercial Overnight Parking,MANHATTAN,"(40.73313111021342, -74.00050154607788)"
Maintenance or Facility,Structure - Outdoors,QUEENS,
NONCONST,VERMIN,MANHATTAN,
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,BROOKLYN,
Broken Muni Meter,No Receipt,MANHATTAN,"(40.716967101029084, -73.99442661319613)"
HEATING,HEAT,BROOKLYN,
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,BRONX,
Street Condition,Pothole,QUEENS,
Traffic Signal Condition,Controller,BROOKLYN,
SBUART,,STATEN ISLAND,
Street Sign - Missing,"No Parking, Standing, Stopping",MANHATTAN,"(40.716219674120126, -74.0150750306575)"
NONCONST,VERMIN,BRONX,
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,QUEENS,
Maintenance or Facility,Structure - Indoors,BRONX,"(40.843975869875905, -73.91867558128934)"
PLUMBING,BASIN/SINK,BROOKLYN,
Noise - Commercial,Banging/Pounding,MANHATTAN,"(40.73096274565697, -74.00147933237821)"
School Maintenance,Other School Condition,BROOKLYN,"(40.59110837477118, -73.93909993616366)"
Street Light Condition,Glassware Missing,QUEENS,
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,QUEENS,
Street Condition,Pothole,BRONX,
NONCONST,VERMIN,QUEENS,
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,MANHATTAN,
Maintenance or Facility,Garbage or Litter,MANHATTAN,
HEATING,HEAT,MANHATTAN,
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,QUEENS,
Noise - Commercial,Loud Music/Party,BROOKLYN,"(40.68268425401571, -73.96180316711238)"
Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,BROOKLYN,
General Construction/Plumbing,Working Contrary To Stop Work Order,MANHATTAN,
Noise - Street/Sidewalk,Loud Talking,BRONX,"(40.8311652754139, -73.92114846228301)"
NONCONST,VERMIN,BRONX,
General Construction/Plumbing,Working Contrary To Stop Work Order,BROOKLYN,
Animal in a Park,Dog Off Leash,BRONX,
HEATING,HEAT,QUEENS,
Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,QUEENS,
Sidewalk Condition,Unsafe Worksite,STATEN ISLAND,"(40.61816197508471, -74.15997706318194)"
Traffic Signal Condition,Controller,MANHATTAN,
General Construction/Plumbing,Working Contrary To Stop Work Order,BROOKLYN,
Noise - Commercial,Loud Music/Party,MANHATTAN,"(40.75228835618181, -73.98398200271716)"
PAINT - PLASTER,WALLS,STATEN ISLAND,
Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,BROOKLYN,
Noise - Commercial,Loud Music/Party,MANHATTAN,"(40.763622481330685, -73.99701461515482)"
PLUMBING,BASIN/SINK,BROOKLYN,
General Construction/Plumbing,Working Contrary To Stop Work Order,MANHATTAN,
Maintenance or Facility,Garbage or Litter,QUEENS,
Traffic Signal Condition,Controller,MANHATTAN,
Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,MANHATTAN,
Maintenance or Facility,Garbage or Litter,BROOKLYN,
NONCONST,VERMIN,MANHATTAN,
Special Natural Area District (SNAD),Illegal Tree Removal/Topo. Change in SNAD,STATEN ISLAND,
Blocked Driveway,No Access,BROOKLYN,"(40.68541595935147, -73.93807633422941)"
HEATING,HEAT,MANHATTAN,
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BROOKLYN,
Street Condition,Pothole,QUEENS,
Other Enforcement,E2A Storage Of Receptacles,BROOKLYN,
Highway Condition,Pothole - Highway,MANHATTAN,"(40.76974803729949, -73.94802352909336)"
Blocked Driveway,No Access,BROOKLYN,"(40.68136400344369, -73.92752695861437)"
NONCONST,VERMIN,BROOKLYN,
Noise,Noise: Construction Before/After Hours (NM1),BROOKLYN,
Maintenance or Facility,Hours of Operation,BROOKLYN,
HEATING,HEAT,BROOKLYN,
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,BROOKLYN,
Noise - Commercial,Loud Music/Party,MANHATTAN,"(40.76550198639699, -73.98746608376727)"
Other Enforcement,E2A Storage Of Receptacles,BROOKLYN,
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,BROOKLYN,
Maintenance or Facility,Garbage or Litter,BROOKLYN,
NONCONST,VERMIN,BRONX,
Blocked Driveway,No Access,BROOKLYN,"(40.72199068820826, -73.93944211635724)"
Maintenance or Facility,Garbage or Litter,BROOKLYN,
HEATING,HEAT,BROOKLYN,
Illegal Parking,Posted Parking Sign Violation,STATEN ISLAND,"(40.59858418772268, -74.08041696701446)"
Illegal Parking,Unauthorized Bus Layover,MANHATTAN,"(40.75916447225798, -73.98839134812245)"
Other Enforcement,E2A Storage Of Receptacles,BROOKLYN,
Maintenance or Facility,Structure - Indoors,BROOKLYN,"(40.57585820869158, -73.95725657896187)"
Maintenance or Facility,Garbage or Litter,QUEENS,
NONCONST,VERMIN,BROOKLYN,
Highway Condition,Litter,QUEENS,"(40.750151109211735, -73.83496713059085)"
Maintenance or Facility,Structure - Outdoors,BROOKLYN,
HEATING,HEAT,QUEENS,
Root/Sewer/Sidewalk Condition,Sidewalk Consultation,QUEENS,"(40.749379052004166, -73.766323302277)"
Broken Muni Meter,Coin or Card Did Not Register,BROOKLYN,"(40.59318965673666, -73.94048070071256)"
Other Enforcement,E2A Storage Of Receptacles,BROOKLYN,
Highway Condition,Dead Animal,BRONX,"(40.88792499995409, -73.89302317572553)"
School Maintenance,Unclean Condition,BROOKLYN,"(40.63328459208975, -73.91673459963656)"
PAINT - PLASTER,WALLS,BROOKLYN,
Maintenance or Facility,Structure - Outdoors,BROOKLYN,"(40.66050953809379, -73.96281426030932)"
Maintenance or Facility,Structure - Outdoors,BROOKLYN,
GENERAL CONSTRUCTION,WINDOWS,BROOKLYN,
Animal in a Park,Dog Off Leash,MANHATTAN,"(40.72195165842647, -73.99626970034271)"
Maintenance or Facility,Structure - Outdoors,BROOKLYN,
Water System,Hydrant Defective (WC2),MANHATTAN,
General Construction/Plumbing,Safety Inspection-Retaining Walls (May 2005),STATEN ISLAND,
Maintenance or Facility,Structure - Outdoors,BROOKLYN,
NONCONST,VERMIN,BROOKLYN,
Blocked Driveway,No Access,BROOKLYN,"(40.72282886642993, -73.93625937365697)"
Maintenance or Facility,Structure - Outdoors,BROOKLYN,
HEATING,HEAT,MANHATTAN,
Highway Condition,Pothole - Highway,MANHATTAN,"(40.75391118669365, -73.96307613605401)"
Maintenance or Facility,Structure - Outdoors,BROOKLYN,
Street Light Condition,Street Light Out,QUEENS,
Sewer,Manhole Cover Broken/Making Noise (SB),BROOKLYN,
Maintenance or Facility,Structure - Outdoors,BRONX,
NONCONST,VERMIN,BRONX,
Building/Use,Illegal Conversion Of Residential Building/Space,QUEENS,
Maintenance or Facility,Structure - Outdoors,BROOKLYN,
HEATING,HEAT,BRONX,
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),QUEENS,
Noise - Commercial,Loud Music/Party,MANHATTAN,"(40.763468590478176, -73.99281632149862)"
Dirty Conditions,E3A Dirty Area/Alleyway,BROOKLYN,
Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,MANHATTAN,
Maintenance or Facility,Structure - Outdoors,MANHATTAN,
NONCONST,VERMIN,QUEENS,
Noise - Vehicle,Engine Idling,BROOKLYN,"(40.71981737635636, -73.9594117418503)"
Maintenance or Facility,Hours of Operation,QUEENS,
HEATING,HEAT,BROOKLYN,
Electrical,Electrical Wiring Defective/Exposed,STATEN ISLAND,
Maintenance or Facility,Structure - Outdoors,QUEENS,
Street Light Condition,Fixture/Luminaire Door Open,QUEENS,
Noise,Noise: Construction Before/After Hours (NM1),BROOKLYN,
Maintenance or Facility,Garbage or Litter,QUEENS,
PLUMBING,BASIN/SINK,BROOKLYN,
City Vehicle Placard Complaint,N/A,QUEENS,"(40.697202962150676, -73.83004215353122)"
Broken Muni Meter,No Receipt,MANHATTAN,"(40.719985443972064, -73.98461747721272)"
HEATING,HEAT,QUEENS,
Street Sign - Missing,St Name - Over Intersection,QUEENS,"(40.66515471779379, -73.83364908623956)"
Street Sign - Damaged,Do Not Enter,BROOKLYN,"(40.71078729861446, -73.95994386765298)"
Street Light Condition,Street Light Out,QUEENS,
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BROOKLYN,
Agency Issues,Bike Share,Unspecified,
PAINT - PLASTER,WALLS,BROOKLYN,
Illegal Tree Damage,Unauthorized Tree Removal,QUEENS,"(40.68967141237831, -73.83772388812898)"
Panhandling,N/A,MANHATTAN,"(40.73836254509911, -73.99610639778071)"
HEATING,HEAT,QUEENS,
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,QUEENS,
Illegal Parking,Posted Parking Sign Violation,MANHATTAN,"(40.74179494538716, -73.98236782145781)"
Dirty Conditions,E1 Improper Disposal,BROOKLYN,
Noise,Noise: Construction Equipment (NC1),MANHATTAN,
Street Sign - Dangling,Street Cleaning - ASP,MANHATTAN,"(40.73349312678599, -73.99179841417063)"
PAINT - PLASTER,WALLS,BROOKLYN,
Illegal Parking,Blocked Sidewalk,STATEN ISLAND,"(40.560844749286, -74.11955322559533)"
Sidewalk Condition,Blocked - Construction,STATEN ISLAND,"(40.57354291824976, -74.09534326499656)"
HEATING,HEAT,MANHATTAN,
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),MANHATTAN,
Agency Issues,Bike Share,Unspecified,
Street Light Condition,Street Light Out,QUEENS,
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BRONX,
Street Condition,Defective Hardware,STATEN ISLAND,"(40.60169660990121, -74.1312760817588)"
PAINT - PLASTER,WALLS,BROOKLYN,
Noise,Noise: Construction Equipment (NC1),QUEENS,
Street Condition,Cave-in,STATEN ISLAND,"(40.599194073216346, -74.12318689203984)"
HEATING,HEAT,MANHATTAN,
Noise - Commercial,Loud Music/Party,BROOKLYN,"(40.71696660841133, -73.95482850997517)"
Street Sign - Damaged,One Way,BROOKLYN,"(40.67411590452411, -73.99807490205401)"
Dirty Conditions,E1 Improper Disposal,BROOKLYN,
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BRONX,
Noise - Commercial,Loud Music/Party,MANHATTAN,"(40.734294664249724, -74.00716249172962)"
NONCONST,VERMIN,BRONX,
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),QUEENS,
Street Sign - Damaged,One Way,BROOKLYN,"(40.71047199183678, -73.96093598734379)"
HEATING,HEAT,QUEENS,
Noise,Noise: Jack Hammering (NC2),MANHATTAN,
Broken Muni Meter,No Receipt,BRONX,"(40.8554241407086, -73.90122700980653)"
Dirty Conditions,E1 Improper Disposal,BROOKLYN,
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,BROOKLYN,
DCA / DOH New License Application Request,Food Service Establishment License,Unspecified,
PAINT - PLASTER,WALLS,BROOKLYN,
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),QUEENS,
Street Sign - Damaged,Stop,BROOKLYN,"(40.71167823695902, -73.96495717929102)"
HEATING,HEAT,BROOKLYN,
Vending,In Prohibited Area,BROOKLYN,"(40.719688298733736, -73.95920258442716)"
Street Sign - Damaged,Stop,BROOKLYN,"(40.71103729112053, -73.96057855814583)"
Dirty Conditions,E1 Improper Disposal,BROOKLYN,
Blocked Driveway,Partial Access,BROOKLYN,"(40.72499189631236, -73.93654953705388)"
Street Sign - Damaged,Stop,BROOKLYN,"(40.710863460346204, -73.95800323427233)"
PAINT - PLASTER,WALLS,MANHATTAN,
Air Quality,"Air: Smoke, Vehicular (AA4)",BROOKLYN,
Broken Muni Meter,No Receipt,BROOKLYN,"(40.63050630928104, -73.92811538634756)"
HEATING,HEAT,MANHATTAN,
Air Quality,"Air: Smoke, Vehicular (AA4)",BROOKLYN,
Highway Condition,Litter,QUEENS,
Traffic Signal Condition,Controller,BROOKLYN,
Water System,Other Water Problem (Use Comments) (WZZ),QUEENS,
DCA / DOH New License Application Request,Cigarette Retail Dealer License,Unspecified,
PAINT - PLASTER,WALLS,BRONX,
Street Sign - Missing,"No Parking, Standing, Stopping",STATEN ISLAND,"(40.54693589306847, -74.21888177870979)"
Highway Condition,Litter,QUEENS,
HEATING,HEAT,MANHATTAN,
Street Sign - Damaged,School Crossing,QUEENS,"(40.584133494319175, -73.82419155845344)"
Highway Condition,Pothole - Highway,BROOKLYN,"(40.72391118028472, -73.93786739360837)"
Dirty Conditions,E11 Litter Surveillance,BROOKLYN,
Noise - Street/Sidewalk,Loud Talking,BROOKLYN,"(40.717038018814236, -73.9549475049334)"
Highway Condition,Litter,QUEENS,
PAINT - PLASTER,WALLS,BRONX,
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BRONX,
Highway Condition,Litter,QUEENS,
HEATING,HEAT,QUEENS,
Blocked Driveway,No Access,BROOKLYN,"(40.674719225303235, -73.88988265134984)"
Highway Condition,Litter,QUEENS,
Traffic Signal Condition,Controller,MANHATTAN,
Blocked Driveway,No Access,BROOKLYN,"(40.673336615334506, -73.8770799265295)"
Highway Condition,Pothole - Highway,QUEENS,"(40.76899901940765, -73.86653489111445)"
NONCONST,VERMIN,BROOKLYN,
Illegal Parking,Blocked Hydrant,BROOKLYN,"(40.681867463489134, -73.89369625565355)"
DCA / DOH New License Application Request,Street Fair Vendor License,Unspecified,
HEATING,HEAT,BROOKLYN,
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),QUEENS,
Broken Muni Meter,No Receipt,BROOKLYN,"(40.63050630928104, -73.92811538634756)"
Dirty Conditions,E3 Dirty Sidewalk,BROOKLYN,
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BROOKLYN,
DCA / DOH New License Application Request,General Street Vendor License,Unspecified,
NONCONST,VERMIN,BROOKLYN,
Air Quality,"Air: Smoke, Vehicular (AA4)",QUEENS,
DCA / DOH New License Application Request,Full Term Mobile Food Vendor License,Unspecified,
HEATING,HEAT,BROOKLYN,
Noise,Noise: Private Carting Noise (NQ1),BROOKLYN,
Curb Condition,Defacement,BROOKLYN,"(40.636622068883256, -73.97423835805895)"
Dirty Conditions,E3A Dirty Area/Alleyway,BROOKLYN,
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),QUEENS,
DCA / DOH New License Application Request,General Street Vendor License,Unspecified,
NONCONST,VERMIN,BROOKLYN,
Noise,Noise: Jack Hammering (NC2),MANHATTAN,
DCA / DOH New License Application Request,Full Term Mobile Food Vendor License,Unspecified,
HEATING,HEAT,BROOKLYN,
Blocked Driveway,No Access,BROOKLYN,"(40.67408103451725, -73.87507414447224)"
Curb Condition,Defacement,BROOKLYN,"(40.71971367718542, -73.94164837977573)"
Street Light Condition,Fixture/Luminaire Damaged,QUEENS,
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),MANHATTAN,
Curb Condition,Defacement,BROOKLYN,"(40.62420831162216, -73.97875330018513)"
NONCONST,VERMIN,QUEENS,
Street Condition,Blocked - Construction,MANHATTAN,"(40.709926572275144, -74.00898140282216)"
Curb Condition,Defacement,BROOKLYN,"(40.63666049266932, -73.97422393110939)"
HEATING,HEAT,BROOKLYN,
Highway Condition,Graffiti - Highway,BRONX,
Curb Condition,Defacement,BRONX,"(40.84740511713438, -73.84684871003043)"
Street Condition,Pothole,STATEN ISLAND,
Street Sign - Damaged,School Crossing,QUEENS,"(40.584133494319175, -73.82419155845344)"
Curb Condition,Defacement,QUEENS,"(40.77026944130547, -73.92751685529433)"
PAINT - PLASTER,WALLS,MANHATTAN,
Street Sign - Damaged,School Crossing,QUEENS,"(40.583759498730224, -73.82553181070878)"
Sidewalk Condition,Newspaper Box Complaint,MANHATTAN,"(40.76285221680354, -73.96772789303769)"
HEATING,HEAT,MANHATTAN,
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,QUEENS,
Street Sign - Missing,School Crossing,QUEENS,"(40.77018482952406, -73.83292462220795)"
Dirty Conditions,E3 Dirty Sidewalk,BROOKLYN,
Sidewalk Condition,Blocked - Construction,MANHATTAN,"(40.71055242174403, -74.00840436347531)"
DCA / DOH New License Application Request,General Street Vendor License,Unspecified,
NONCONST,VERMIN,BRONX,
Street Condition,Blocked - Construction,MANHATTAN,"(40.709926572275144, -74.00898140282216)"
DCA / DOH New License Application Request,Individual Process Server License,Unspecified,
GENERAL CONSTRUCTION,LOCKS,MANHATTAN,
Elevator,Elevator Not Inspected/Illegal/No Permit,BROOKLYN,
Street Condition,Blocked - Construction,MANHATTAN,"(40.72290637168069, -74.01097459781693)"
Dirty Conditions,E3A Dirty Area/Alleyway,BROOKLYN,
Dirty Conditions,E12 Illegal Dumping Surveillance,BROOKLYN,
Sidewalk Condition,Sidewalk Grating - Missing,MANHATTAN,"(40.70914666657873, -74.01308239637166)"
PAINT - PLASTER,WALLS,BROOKLYN,
Sewer,Manhole Cover Broken/Making Noise (SB),QUEENS,
Street Condition,Blocked - Construction,MANHATTAN,"(40.71070267406199, -73.98470258112944)"
GENERAL CONSTRUCTION,MOLD,STATEN ISLAND,
Illegal Tree Damage,Unauthorized Tree Removal,QUEENS,
Consumer Complaint,Unlicensed,MANHATTAN,"(40.722835530945616, -74.0001190536956)"
Dirty Conditions,E3A Dirty Area/Alleyway,BROOKLYN,
Illegal Parking,Blocked Hydrant,STATEN ISLAND,"(40.558988262807404, -74.15887087944945)"
Street Condition,Pothole,STATEN ISLAND,
GENERAL CONSTRUCTION,WINDOW GUARDS,BRONX,
Damaged Tree,Branch or Limb Has Fallen Down,QUEENS,"(40.72621434011152, -73.92051499056612)"
Consumer Complaint,Unlicensed,BRONX,"(40.84336726314466, -73.90194968604203)"
HEATING,HEAT,BROOKLYN,
Broken Muni Meter,Coin or Card Did Not Register,MANHATTAN,"(40.75145299507849, -73.9781532847726)"
DCA / DOH New License Application Request,Seasonal Mobile Food Vendor License,Unspecified,
Dirty Conditions,E3A Dirty Area/Alleyway,BROOKLYN,
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,STATEN ISLAND,
Consumer Complaint,Receipt Incomplete/Not Given,QUEENS,"(40.68480068400784, -73.83096435606812)"
PAINT - PLASTER,WALLS,BRONX,
Damaged Tree,Entire Tree Has Fallen Down,QUEENS,"(40.773335651125144, -73.79385545571996)"
Consumer Complaint,Prohibited Item Sale to Minor,STATEN ISLAND,"(40.58886423413445, -74.10194676656356)"
HEATING,HEAT,MANHATTAN,
Noise - Street/Sidewalk,Loud Talking,BROOKLYN,"(40.72446102094385, -73.93953728155817)"
DCA / DOH New License Application Request,Secondhand Dealer General License,Unspecified,
Dirty Conditions,E3A Dirty Area/Alleyway,BROOKLYN,
Damaged Tree,Tree Alive - in Poor Condition,QUEENS,"(40.70188087153237, -73.76904684918318)"
Consumer Complaint,Debt Not Owed,Unspecified,
PAINT - PLASTER,WALLS,MANHATTAN,
Damaged Tree,Entire Tree Has Fallen Down,QUEENS,"(40.696522756530555, -73.7815395180033)"
Consumer Complaint,Billing Dispute,QUEENS,"(40.75320775953102, -73.90782123659811)"
PLUMBING,WATER-LEAKS,BROOKLYN,
Damaged Tree,Branch or Limb Has Fallen Down,QUEENS,"(40.69914156763825, -73.72761496082775)"
Consumer Complaint,Cars Parked on Sidewalk/Street,BRONX,"(40.85010403891374, -73.9102460890788)"
Dirty Conditions,E3A Dirty Area/Alleyway,BROOKLYN,
General Construction/Plumbing,Failure to Comply with Vacate Order,BROOKLYN,
Consumer Complaint,Sidewalk Blocked,MANHATTAN,"(40.73285933605806, -74.00320410863861)"
PAINT - PLASTER,WALLS,BRONX,
Noise - Commercial,Loud Music/Party,BROOKLYN,"(40.71740349992278, -73.95605472789865)"
Consumer Complaint,Non-Delivery of Papers,Unspecified,
PLUMBING,BASIN/SINK,BRONX,
Damaged Tree,Tree Leaning/Uprooted,QUEENS,"(40.76356233178227, -73.89058770125008)"
Consumer Complaint,Cigarette Sale to Minor,BRONX,"(40.83932878597666, -73.85865981747364)"
Street Light Condition,Fixture/Luminaire Door Open,QUEENS,
Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,QUEENS,"(40.69063070154685, -73.82918265967812)"
Consumer Complaint,Cigarette Sale to Minor,BRONX,"(40.82262612313484, -73.90273177234269)"
NONCONST,VERMIN,MANHATTAN,
Benefit Card Replacement,Medicaid,Unspecified,
Consumer Complaint,Cigarette Sale to Minor,Unspecified,
GENERAL CONSTRUCTION,LOCKS,BROOKLYN,
Dead Tree,Dead/Dying Tree,QUEENS,"(40.72729965289534, -73.8011091119549)"
Consumer Complaint,Cigarette Sale to Minor,BRONX,"(40.845727571302355, -73.86629058682452)"
Dirty Conditions,E5 Loose Rubbish,BROOKLYN,
Noise,Noise: Construction Equipment (NC1),MANHATTAN,
Consumer Complaint,Contract Dispute,BRONX,"(40.86264507831652, -73.90079329794034)"
PAINT - PLASTER,WALLS,BROOKLYN,
Damaged Tree,Tree Alive - in Poor Condition,QUEENS,"(40.749987571160965, -73.77277436488716)"
Consumer Complaint,Damaged Vehicle,MANHATTAN,"(40.763591451944784, -73.96170261902068)"
PLUMBING,WATER-LEAKS,MANHATTAN,
Building/Use,Illegal Conversion Of Residential Building/Space,QUEENS,
Consumer Complaint,Damaged Vehicle,QUEENS,"(40.7536189011006, -73.90376735974701)"
Street Light Condition,Fixture/Luminaire Door Open,BROOKLYN,
General Construction/Plumbing,Facade - Defective/Cracking (Ll11/98),BROOKLYN,
Consumer Complaint,Exchange/Refund/Return,BROOKLYN,"(40.727439820823655, -73.95286590865489)"
PAINT - PLASTER,WALLS,MANHATTAN,
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,BROOKLYN,
Consumer Complaint,Exchange/Refund/Return,MANHATTAN,"(40.76090598659047, -73.96699605676567)"
PLUMBING,SHOWER-STALL,BRONX,
Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,QUEENS,"(40.7378529889509, -73.90369270081467)"
Consumer Complaint,Damaged/Defective Parts,QUEENS,"(40.75046501331796, -73.8775620007481)"
Street Light Condition,Fixture/Luminaire Door Open,BROOKLYN,
Noise - Street/Sidewalk,Loud Talking,BROOKLYN,"(40.690427519772726, -73.8688845756347)"
Consumer Complaint,Exchange/Refund/Return,MANHATTAN,"(40.7969349453389, -73.93758975879454)"
PAINT - PLASTER,WALLS,BROOKLYN,
Overgrown Tree/Branches,Blocking Street,QUEENS,"(40.71176667679312, -73.90687938178013)"
Consumer Complaint,Demand for Cash,BROOKLYN,"(40.642046255220684, -74.02347923134174)"
PLUMBING,BASIN/SINK,BRONX,
Blocked Driveway,Partial Access,BROOKLYN,"(40.681867463489134, -73.89369625565355)"
DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,Unspecified,
Dirty Conditions,E3A Dirty Area/Alleyway,BRONX,
Noise,Noise: Construction Before/After Hours (NM1),BROOKLYN,
Consumer Complaint,Exchange/Refund/Return,MANHATTAN,"(40.754383482692376, -73.99274150393414)"
NONCONST,VERMIN,BRONX,
Damaged Tree,Branch or Limb Has Fallen Down,QUEENS,"(40.722910584030096, -73.78718565855169)"
Street Condition,Pothole,STATEN ISLAND,
GENERAL CONSTRUCTION,LOCKS,BROOKLYN,
Damaged Tree,Branch or Limb Has Fallen Down,QUEENS,"(40.72400049124671, -73.87287364008812)"
Consumer Complaint,Exchange/Refund/Return,QUEENS,"(40.748262273356396, -73.89261586191228)"
Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,BRONX,
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,BROOKLYN,
Consumer Complaint,Exchange/Refund/Return,BRONX,"(40.87892448779634, -73.90478656028658)"
NONCONST,VERMIN,BRONX,
Building/Use,Illegal Conversion Of Residential Building/Space,BROOKLYN,
Consumer Complaint,Exchange/Refund/Return,MANHATTAN,"(40.752942501045624, -73.99290408027066)"
GENERAL CONSTRUCTION,CERAMIC-TILE,BROOKLYN,
Special Enforcement,SEP - Professional Certification Compliance Audit,QUEENS,
Street Condition,Failed Street Repair,STATEN ISLAND,"(40.605905081026286, -74.12823039262268)"
Recycling Enforcement,ER2 Resident Recyc. (Tenant),BRONX,
Street Sign - Dangling,Bus Stop,QUEENS,"(40.706966174743705, -73.75282008113082)"
Street Condition,Cave-in,STATEN ISLAND,"(40.50542481229337, -74.22929286575895)"
NONCONST,VERMIN,BROOKLYN,
Broken Muni Meter,Coin or Card Did Not Register,QUEENS,"(40.74971991262295, -73.8641842600446)"
Street Condition,Cave-in,STATEN ISLAND,"(40.58906464030454, -74.13862140175796)"
PLUMBING,BASIN/SINK,BROOKLYN,
Sewer,Catch Basin Search (SC2),BROOKLYN,
Investigations and Discipline (IAD),Investigative Inspection,BROOKLYN,
Street Light Condition,Street Light Out,BROOKLYN,
Blocked Driveway,Partial Access,BRONX,"(40.892967987441516, -73.84751052326038)"
Illegal Parking,Posted Parking Sign Violation,MANHATTAN,"(40.787791828196085, -73.97122228705314)"
PLUMBING,BASIN/SINK,MANHATTAN,
Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,BROOKLYN,
Broken Muni Meter,Coin or Card Did Not Register,MANHATTAN,"(40.81053198701492, -73.96205491521049)"
GENERAL CONSTRUCTION,WINDOWS,BRONX,
Building/Use,Illegal Conversion Of Residential Building/Space,BROOKLYN,
Consumer Complaint,Unlicensed,BRONX,"(40.86269808076662, -73.89554022082012)"
Street Condition,Pothole,MANHATTAN,
Building/Use,Illegal Conversion Of Residential Building/Space,QUEENS,
Consumer Complaint,False Advertising,MANHATTAN,"(40.75534936809936, -73.98933407910704)"
PAINT - PLASTER,WALLS,BROOKLYN,
Noise,Noise: Construction Equipment (NC1),BROOKLYN,
Consumer Complaint,False Advertising,MANHATTAN,"(40.75534936809936, -73.98933407910704)"
PLUMBING,WATER-LEAKS,BROOKLYN,
Broken Muni Meter,Coin or Card Did Not Register,BROOKLYN,"(40.67865147289807, -73.95252544000707)"
Consumer Complaint,False Advertising,BRONX,"(40.88554503116475, -73.82894585166179)"
